interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact
INT-101013,2025-10-26 22:52:31.854172,Sales,Manager,Forecast next quarter revenue,Finance,Profit Margin,Descriptive,0.85,1085,2.0,Low
INT-101014,2025-03-16 18:41:31.854174,Finance,Intern,Forecast next quarter revenue,Finance,Revenue,Descriptive,0.96,2326,5.0,Medium
INT-101015,2026-01-14 19:30:31.854176,Sales,Intern,Which campaign had highest ROI?,Revenue,ROI,Trend Analysis,0.93,1435,5.0,Medium
INT-101016,2025-03-13 13:15:31.854178,Operations,Manager,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.87,1214,1.0,Low
INT-101017,2025-11-29 03:59:31.854179,Operations,Intern,Which campaign had highest ROI?,Finance,Conversion Rate,Descriptive,0.74,1668,1.0,nan
INT-101018,2025-04-30 02:33:31.854181,Marketing,Analyst,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.69,2396,,Low
INT-101019,2025-03-02 19:46:31.854183,HR,Executive,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.69,209,2.0,High
INT-101020,2026-01-12 05:38:31.854185,Sales,Analyst,Show monthly revenue trend,Sales,Revenue,Descriptive,0.97,1765,4.0,Medium
INT-101021,2025-11-03 08:18:31.854187,Sales,Manager,What is customer churn rate?,Revenue,Churn Rate,Descriptive,0.97,991,4.0,Low
INT-101022,2025-04-16 22:25:31.854189,Finance,Manager,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.88,2167,5.0,Low
INT-101023,2025-12-28 02:41:31.854191,Operations,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.94,1278,4.0,Medium
INT-101024,2025-12-21 01:02:31.854193,Sales,Analyst,Forecast next quarter revenue,Marketing,Revenue,Predictive,0.96,1862,3.0,Medium
INT-101025,2025-11-26 02:31:31.854198,Operations,Analyst,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.8,2427,,High
INT-101026,2025-11-14 01:20:31.854200,Sales,Manager,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.85,943,2.0,Medium
INT-101027,2025-03-29 05:13:31.854202,Marketing,Analyst,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.76,650,3.0,Medium
INT-101028,2025-08-14 04:33:31.854203,HR,Manager,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.76,1316,1.0,Low
INT-101029,2025-06-03 13:31:31.854205,Sales,Analyst,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.61,1554,,nan
INT-101030,2025-06-06 05:04:31.854207,Operations,Analyst,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.77,1931,4.0,nan
INT-101031,2026-01-02 02:45:31.854209,Marketing,Analyst,What is customer churn rate?,Finance,Profit Margin,Predictive,0.86,1386,1.0,Medium
INT-101032,2025-03-08 17:04:31.854211,Sales,Manager,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.76,1107,4.0,Low
INT-101033,2025-08-15 12:06:31.854212,Finance,Intern,Which campaign had highest ROI?,Revenue,Churn Rate,Predictive,0.94,2332,3.0,High
INT-101034,2025-04-14 09:51:31.854214,HR,Analyst,Forecast next quarter revenue,Sales,Conversion Rate,Trend Analysis,0.73,1948,,High
INT-101035,2025-05-20 14:16:31.854216,Sales,Manager,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.65,1314,3.0,Medium
INT-101036,2025-06-17 01:40:31.854218,Marketing,Manager,Forecast next quarter revenue,Finance,Revenue,Trend Analysis,0.92,1707,4.0,Medium
INT-101037,2025-11-08 23:34:31.854219,Finance,Analyst,Forecast next quarter revenue,Marketing,Profit Margin,Predictive,0.86,1476,4.0,High
INT-101038,2025-11-27 07:33:31.854221,Marketing,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.69,2013,1.0,Low
INT-101039,2025-04-15 23:21:31.854223,Marketing,Intern,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.81,1878,5.0,Medium
INT-101040,2025-06-08 05:07:31.854225,Finance,Manager,Compare sales performance by region,Finance,Profit Margin,Descriptive,0.76,1467,2.0,Low
INT-101041,2025-03-18 16:38:31.854227,Marketing,Manager,What is customer churn rate?,Finance,Profit Margin,Predictive,0.97,1263,4.0,Low
INT-101042,2025-09-19 13:32:31.854229,Finance,Executive,Forecast next quarter revenue,Customer,Churn Rate,Trend Analysis,0.84,1833,5.0,nan
INT-101043,2025-09-29 22:58:31.854230,Sales,Manager,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.66,1256,4.0,Medium
INT-101044,2025-09-14 17:36:31.854232,Finance,Intern,Forecast next quarter revenue,Finance,ROI,Predictive,0.8,649,1.0,High
INT-101045,2025-11-14 18:34:31.854234,Finance,Executive,What is customer churn rate?,Revenue,ROI,Predictive,0.94,2072,,Medium
INT-101046,2025-07-19 22:58:31.854236,HR,Executive,Forecast next quarter revenue,Finance,Profit Margin,Predictive,0.86,824,2.0,High
INT-101047,2025-05-18 05:25:31.854238,Finance,Executive,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.93,2169,4.0,Medium
INT-101048,2025-10-02 21:18:31.854239,Finance,Analyst,Which campaign had highest ROI?,Customer,Conversion Rate,Predictive,0.7,1084,5.0,Low
INT-101049,2025-03-05 16:31:31.854241,Sales,Analyst,What is customer churn rate?,Finance,Revenue,Descriptive,0.95,518,,High
INT-101050,2025-08-05 10:59:31.854243,HR,Manager,Forecast next quarter revenue,Customer,Profit Margin,Descriptive,0.89,1595,4.0,Low
INT-101051,2025-09-27 06:21:31.854245,Operations,Executive,What is customer churn rate?,Customer,Revenue,Descriptive,0.88,1574,3.0,Medium
INT-101052,2025-04-10 02:10:31.854247,Sales,Intern,Which campaign had highest ROI?,Sales,ROI,Predictive,0.74,1546,5.0,Medium
INT-101053,2025-11-21 11:13:31.854249,Sales,Analyst,Forecast next quarter revenue,Finance,Churn Rate,Trend Analysis,0.95,687,2.0,Low
INT-101054,2025-06-23 12:46:31.854251,Operations,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Trend Analysis,0.85,650,1.0,Low
INT-101055,2025-11-24 03:34:31.854252,Finance,Intern,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.93,552,,High
INT-101056,2025-12-18 04:16:31.854254,Marketing,Analyst,What is customer churn rate?,Finance,Conversion Rate,Predictive,0.74,1339,4.0,Medium
INT-101057,2025-03-14 07:11:31.854256,HR,Analyst,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.66,2140,1.0,Medium
INT-101058,2025-03-12 10:03:31.854258,Marketing,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.73,2332,4.0,Medium
INT-101059,2025-12-27 09:50:31.854260,Operations,Analyst,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.78,447,2.0,Medium
INT-101060,2025-03-09 18:01:31.854262,Sales,Executive,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.81,767,1.0,High
INT-101061,2025-10-10 19:31:31.854263,Sales,Executive,What is customer churn rate?,Customer,Churn Rate,Predictive,0.8,883,2.0,High
INT-101062,2025-10-19 03:56:31.854265,HR,Executive,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.81,843,5.0,Low
INT-101063,2025-12-15 21:03:31.854267,Sales,Executive,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.93,678,5.0,Medium
INT-101064,2025-07-14 16:29:31.854269,Sales,Manager,Compare sales performance by region,Revenue,Conversion Rate,Trend Analysis,0.67,567,4.0,Medium
INT-101065,2025-08-20 13:32:31.854271,HR,Executive,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.72,2044,2.0,Medium
INT-101066,2025-11-05 07:54:31.854272,HR,Analyst,Forecast next quarter revenue,Finance,Profit Margin,Descriptive,0.95,556,4.0,Medium
INT-101067,2025-07-10 09:19:31.854274,Operations,Intern,What is customer churn rate?,Finance,ROI,Predictive,0.82,1568,3.0,Medium
INT-101068,2025-11-22 19:17:31.854276,Sales,Executive,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.83,2426,4.0,Low
INT-101069,2025-10-17 10:43:31.854278,Sales,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.79,1666,5.0,Medium
INT-101070,2025-03-16 10:22:31.854280,Operations,Analyst,What is customer churn rate?,Customer,Churn Rate,Trend Analysis,0.81,2042,3.0,Low
INT-101071,2025-04-29 00:55:31.854281,Finance,Intern,Forecast next quarter revenue,Sales,ROI,Predictive,0.68,1259,4.0,Low
INT-101072,2025-09-01 13:51:31.854283,Finance,Intern,Which campaign had highest ROI?,Customer,Conversion Rate,Trend Analysis,0.81,1844,,nan
INT-101073,2025-06-05 10:20:31.854285,Finance,Executive,Which campaign had highest ROI?,Revenue,Conversion Rate,Predictive,0.99,1027,3.0,Medium
INT-101074,2025-12-07 16:46:31.854287,Operations,Intern,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.82,1369,4.0,Medium
INT-101075,2026-01-11 09:09:31.854289,Sales,Executive,What is customer churn rate?,Revenue,ROI,Descriptive,0.62,2011,4.0,Low
INT-101076,2025-08-10 07:13:31.854291,Operations,Executive,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.91,2124,2.0,High
INT-101077,2025-11-03 18:25:31.854292,Operations,Analyst,Forecast next quarter revenue,Customer,Revenue,Descriptive,0.75,2393,4.0,Low
INT-101078,2025-09-19 13:02:31.854294,Finance,Analyst,Compare sales performance by region,Marketing,Churn Rate,Trend Analysis,0.66,367,4.0,Medium
INT-101079,2025-05-26 19:04:31.854296,Marketing,Manager,Which campaign had highest ROI?,Sales,Revenue,Trend Analysis,0.94,286,2.0,Medium
INT-101080,2025-12-06 12:48:31.854298,Sales,Analyst,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.68,353,1.0,High
INT-101081,2025-03-12 11:57:31.854300,Finance,Analyst,Compare sales performance by region,Sales,Churn Rate,Predictive,0.96,514,,High
INT-101082,2026-01-11 07:46:31.854302,Marketing,Executive,Forecast next quarter revenue,Marketing,Conversion Rate,Trend Analysis,0.77,2054,4.0,Low
INT-101083,2025-09-16 22:48:31.854303,Marketing,Analyst,Compare sales performance by region,Sales,Revenue,Descriptive,0.89,922,2.0,High
INT-101084,2025-03-20 14:20:31.854305,HR,Executive,Which campaign had highest ROI?,Finance,Churn Rate,Predictive,0.81,2181,3.0,High
INT-101085,2025-10-06 17:47:31.854307,Sales,Executive,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.7,2053,4.0,nan
INT-101086,2025-07-23 06:08:31.854309,Marketing,Analyst,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.86,1929,2.0,nan
INT-101087,2025-03-07 15:28:31.854311,Finance,Manager,Compare sales performance by region,Revenue,Revenue,Trend Analysis,0.97,1328,1.0,Medium
INT-101088,2025-07-08 08:00:31.854312,HR,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Descriptive,0.9,2223,5.0,High
INT-101089,2025-05-28 08:31:31.854314,Sales,Intern,Compare sales performance by region,Revenue,Churn Rate,Predictive,0.84,549,4.0,Medium
INT-101090,2026-01-02 12:12:31.854316,Operations,Intern,Compare sales performance by region,Finance,Revenue,Descriptive,0.99,1023,3.0,Medium
INT-101091,2025-04-23 18:42:31.854318,Finance,Analyst,What is customer churn rate?,Sales,ROI,Trend Analysis,0.7,637,1.0,Low
INT-101092,2026-01-14 04:06:31.854320,Marketing,Manager,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.62,2204,3.0,Low
INT-101093,2025-04-14 19:02:31.854322,Marketing,Executive,Which campaign had highest ROI?,Marketing,Revenue,Trend Analysis,0.61,368,3.0,Low
INT-101094,2026-01-24 06:33:31.854324,Finance,Intern,Which campaign had highest ROI?,Revenue,Revenue,Trend Analysis,0.88,222,3.0,nan
INT-101095,2025-06-12 22:34:31.854325,Marketing,Executive,Show monthly revenue trend,Marketing,Churn Rate,Descriptive,0.92,480,3.0,Low
INT-101096,2025-06-25 10:31:31.854327,HR,Intern,Compare sales performance by region,Revenue,Revenue,Trend Analysis,0.85,603,2.0,Low
INT-101097,2025-08-31 15:49:31.854329,Sales,Analyst,Which campaign had highest ROI?,Finance,ROI,Descriptive,0.95,2380,3.0,Medium
INT-101098,2025-03-12 16:10:31.854331,HR,Manager,Show monthly revenue trend,Customer,Churn Rate,Predictive,0.87,431,,Medium
INT-101099,2025-05-04 07:05:31.854333,Marketing,Intern,What is customer churn rate?,Sales,ROI,Trend Analysis,0.74,278,3.0,nan
INT-101100,2025-08-28 12:30:31.854335,Operations,Manager,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.67,1258,3.0,Medium
INT-101101,2026-02-08 02:59:31.854337,Sales,Executive,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.96,1333,3.0,Low
INT-101102,2025-11-04 05:32:31.854338,Sales,Analyst,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.64,1544,3.0,nan
INT-101103,2025-08-31 06:10:31.854341,Finance,Manager,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.81,1587,5.0,Low
INT-101104,2025-03-12 12:40:31.854342,Finance,Analyst,What is customer churn rate?,Revenue,Revenue,Predictive,0.72,1839,3.0,nan
INT-101105,2025-06-28 05:53:31.854344,Operations,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.71,1637,5.0,Low
INT-101106,2025-08-23 09:41:31.854346,Sales,Executive,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.85,746,2.0,High
INT-101107,2025-12-21 10:27:31.854348,Operations,Executive,What is customer churn rate?,Customer,ROI,Descriptive,0.69,1929,5.0,Low
INT-101108,2025-06-22 02:52:31.854350,Finance,Analyst,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.96,1516,2.0,nan
INT-101109,2025-08-15 21:45:31.854353,Finance,Executive,Forecast next quarter revenue,Revenue,Revenue,Descriptive,0.76,1308,1.0,Low
INT-101110,2025-03-18 18:35:31.854356,Sales,Intern,What is customer churn rate?,Sales,Profit Margin,Predictive,0.86,1108,2.0,Low
INT-101111,2025-07-02 09:44:31.854360,HR,Manager,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.88,1424,2.0,High
INT-101112,2025-07-16 12:16:31.854363,Marketing,Executive,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.87,884,4.0,Low
INT-101113,2025-07-19 12:02:31.854366,Finance,Intern,What is customer churn rate?,Customer,Revenue,Descriptive,0.95,2303,3.0,High
INT-101114,2025-04-11 21:35:31.854369,Finance,Analyst,Show monthly revenue trend,Revenue,ROI,Descriptive,0.69,1875,4.0,High
INT-101115,2025-03-03 20:42:31.854373,HR,Intern,Show monthly revenue trend,Customer,Revenue,Descriptive,0.63,2313,1.0,Medium
INT-101116,2025-05-24 06:53:31.854376,HR,Analyst,Compare sales performance by region,Customer,ROI,Descriptive,0.62,1157,3.0,Medium
INT-101117,2025-06-21 15:16:31.854379,Operations,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Trend Analysis,0.94,1882,3.0,nan
INT-101118,2025-04-07 08:25:31.854382,Operations,Manager,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.98,2132,4.0,High
INT-101119,2025-06-06 04:49:31.854386,Marketing,Manager,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.72,1804,1.0,Medium
INT-101120,2025-07-22 23:13:31.854389,Marketing,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.87,901,1.0,Low
INT-101121,2025-05-25 14:09:31.854392,Sales,Manager,What is customer churn rate?,Customer,ROI,Trend Analysis,0.6,1020,3.0,Low
INT-101122,2025-07-25 13:52:31.854396,Operations,Manager,Which campaign had highest ROI?,Revenue,Revenue,Trend Analysis,0.67,1087,5.0,Low
INT-101123,2025-07-03 02:48:31.854399,Finance,Manager,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.87,2119,4.0,Medium
INT-101124,2025-04-23 16:35:31.854403,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Predictive,0.63,1528,1.0,High
INT-101125,2025-06-06 12:21:31.854405,Finance,Executive,Which campaign had highest ROI?,Revenue,ROI,Predictive,0.78,2424,2.0,High
INT-101126,2025-08-06 18:15:31.854407,HR,Manager,Show monthly revenue trend,Revenue,Revenue,Predictive,0.86,2442,2.0,High
INT-101127,2026-02-02 20:36:31.854409,Operations,Manager,Forecast next quarter revenue,Marketing,Churn Rate,Predictive,0.9,1075,3.0,Medium
INT-101128,2025-06-16 08:14:31.854411,HR,Intern,What is customer churn rate?,Finance,ROI,Predictive,0.78,365,4.0,Medium
INT-101129,2025-12-19 01:34:31.854412,Marketing,Executive,Which campaign had highest ROI?,Customer,Revenue,Descriptive,0.85,1373,2.0,High
INT-101130,2025-03-11 09:36:31.854414,Marketing,Manager,Compare sales performance by region,Sales,Churn Rate,Descriptive,0.81,756,3.0,High
INT-101131,2025-04-08 00:36:31.854416,Sales,Analyst,What is customer churn rate?,Marketing,Revenue,Descriptive,0.62,1397,4.0,Medium
INT-101132,2025-05-09 17:14:31.854418,Operations,Intern,Forecast next quarter revenue,Finance,Churn Rate,Descriptive,0.89,2414,3.0,Low
INT-101133,2025-03-21 01:40:31.854420,HR,Manager,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.67,908,2.0,Medium
INT-101134,2025-08-19 18:26:31.854422,Finance,Manager,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.61,917,3.0,Medium
INT-101135,2025-08-28 08:13:31.854424,Marketing,Analyst,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.78,1803,3.0,Low
INT-101136,2025-06-13 12:25:31.854426,Marketing,Analyst,Which campaign had highest ROI?,Marketing,Churn Rate,Trend Analysis,0.94,2344,5.0,Medium
INT-101137,2025-06-11 15:13:31.854427,Finance,Intern,Compare sales performance by region,Revenue,ROI,Descriptive,0.66,1300,5.0,Low
INT-101138,2025-09-03 22:34:31.854429,HR,Intern,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.61,2219,2.0,nan
INT-101139,2025-03-18 07:13:31.854431,HR,Analyst,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.64,1460,2.0,Low
INT-101140,2026-01-18 23:17:31.854433,Operations,Intern,Forecast next quarter revenue,Marketing,Churn Rate,Trend Analysis,0.74,490,3.0,Medium
INT-101141,2025-08-18 08:50:31.854439,Operations,Analyst,Show monthly revenue trend,Customer,Profit Margin,Descriptive,0.83,2383,3.0,High
INT-101142,2025-05-27 17:39:31.854440,Sales,Manager,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.68,2495,,Medium
INT-101143,2025-06-20 17:17:31.854442,Marketing,Analyst,What is customer churn rate?,Revenue,Churn Rate,Predictive,0.91,1437,3.0,High
INT-101144,2025-03-01 13:08:31.854444,Operations,Analyst,Compare sales performance by region,Sales,Churn Rate,Predictive,0.89,2317,5.0,High
INT-101145,2025-06-02 17:21:31.854446,HR,Executive,Forecast next quarter revenue,Customer,ROI,Predictive,0.87,945,4.0,nan
INT-101146,2025-10-07 03:33:31.854448,Finance,Analyst,Which campaign had highest ROI?,Marketing,Conversion Rate,Trend Analysis,0.79,1397,5.0,Medium
INT-101147,2025-04-02 04:39:31.854450,HR,Analyst,Forecast next quarter revenue,Customer,Revenue,Descriptive,0.74,898,4.0,Low
INT-101148,2025-03-23 18:52:31.854451,Marketing,Executive,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.75,723,4.0,Medium
INT-101149,2026-01-08 18:51:31.854453,HR,Intern,Which campaign had highest ROI?,Marketing,Churn Rate,Descriptive,0.8,2045,4.0,High
INT-101150,2025-07-07 12:32:31.854455,Sales,Executive,Forecast next quarter revenue,Marketing,Profit Margin,Trend Analysis,0.63,2466,5.0,Medium
INT-101151,2025-05-13 13:23:31.854457,Marketing,Manager,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.87,1223,3.0,Low
INT-101152,2025-07-09 22:58:31.854459,Finance,Executive,Which campaign had highest ROI?,Revenue,Profit Margin,Predictive,0.74,2210,,Low
INT-101153,2025-03-24 00:21:31.854461,Sales,Manager,What is customer churn rate?,Marketing,Churn Rate,Trend Analysis,0.69,663,4.0,Medium
INT-101154,2025-06-28 08:18:31.854463,Marketing,Intern,Forecast next quarter revenue,Finance,Churn Rate,Predictive,0.71,1864,3.0,High
